time,U,S,P_Amp,P_Phi,D_P_AMP,D_P_Phi,Dphi
0.0,-0.525792,0.615424,8059.23,0.0564879,0.0,0.0,0.0
0.003125,-0.627401,0.732126,8876.24,0.037186,817.01,0.0193019,0.433818
0.00625,-0.670119,0.785892,9140.4,0.0175417,264.16,0.0196443,0.239699
0.009375,-0.668676,0.786955,9141.41,0.0195366,1.00977,0.0019949,0.152507
0.0125,-0.712362,0.833869,9463.4,0.0159781,321.99,0.0035585,0.11855
0.015625,-0.692129,0.810871,9322.6,0.000597761,140.801,0.0153803,0.113198
0.01875,-0.6556,0.771125,9106.11,0.00854047,216.489,0.00794271,0.128526
0.021875,-0.618721,0.727423,8787.48,0.0167841,318.63,0.00824363,0.140816
0.025,-0.627421,0.738355,8883.22,0.0269794,95.7393,0.0101953,0.128855
0.028125,-0.660116,0.778646,9133.77,0.0168602,250.55,0.0101192,0.128219
0.03125,-0.673766,0.791553,9323.76,-0.0111752,189.99,0.0280354,0.197222
0.034375,-0.699846,0.82263,9506.56,-0.0168838,182.8,0.0057086,0.132134
0.0375,-0.648736,0.764538,9170.01,-0.0172583,336.55,0.0003745,0.122936
0.040625,-0.655996,0.775803,9182.44,0.0119579,12.4307,0.0292162,0.111764
0.04375,-0.624543,0.738236,8955.76,0.0110744,226.681,0.0008835,0.0926542
0.046875,-0.626789,0.741956,8956.51,-0.000892424,0.75,0.0119668,0.141192
0.05,-0.630182,0.748167,8946.72,-0.0159598,9.79004,0.0150674,0.0983412
0.053125,-0.642742,0.764935,9016.0,-0.028243,69.2803,0.0122832,0.0986189
0.05625,-0.656518,0.782183,9100.29,-0.0415927,84.29,0.0133497,0.133467
0.059375,-0.676519,0.806498,9227.2,-0.0424035,126.91,0.000810802,0.130452
0.0625,-0.713598,0.850353,9469.03,-0.0259214,241.83,0.0164821,0.256045
0.065625,-0.754548,0.898687,9767.84,-0.000942448,298.81,0.024979,0.164447
0.06875,-0.737669,0.879449,9659.5,0.00524585,108.34,0.0061883,0.294985
0.071875,-0.697336,0.833405,9403.87,-0.0322236,255.63,0.0374695,0.374034
0.075,-0.711125,0.848813,9426.38,-0.080437,22.5098,0.0482134,0.419033
0.078125,-0.694015,0.827003,9367.28,-0.0727672,59.0996,0.0076698,0.172542
0.08125,-0.694486,0.828882,9385.99,-0.0419607,18.71,0.0308065,0.141682
0.084375,-0.66271,0.794323,9211.52,-0.06602,174.471,0.0240593,0.142656
