time,U,S,P_Amp,P_Phi,D_P_AMP,D_P_Phi,Dphi
0.0,-0.16376,0.204388,4273.7,-0.376793,0.0,0.0,0.0
0.003125,-0.17168,0.21587,4395.33,-0.316664,121.63,0.060129,0.306517
0.00625,-0.186066,0.235059,4593.48,-0.215642,198.15,0.101022,0.479578
0.009375,-0.170512,0.214565,4395.12,-0.771722,198.36,0.55608,0.784023
0.0125,-0.15614,0.196102,4190.9,-1.02224,204.22,0.250518,0.317526
0.015625,-0.163471,0.205885,4290.29,-1.16113,99.3901,0.13889,0.198053
0.01875,-0.169154,0.213858,4323.17,-1.28174,32.8799,0.12061,0.163304
0.021875,-0.173974,0.219795,4362.55,-1.45135,39.3799,0.16961,0.15426
0.025,-0.163531,0.206405,4245.55,-1.53493,117.0,0.08358,0.161536
0.028125,-0.150026,0.188656,4082.36,-1.63548,163.19,0.10055,0.143274
0.03125,-0.141112,0.176658,3959.27,-1.79049,123.09,0.15501,0.159355
0.034375,-0.142896,0.17836,3970.37,-1.88858,11.1001,0.0980899,0.163704
0.0375,-0.166254,0.209006,4291.31,-1.97016,320.94,0.08158,0.163675
0.040625,-0.18006,0.227061,4491.3,-2.05762,199.99,0.08746,0.15783
0.04375,-0.181011,0.228894,4518.04,-2.11099,26.7402,0.05337,0.167644
0.046875,-0.170919,0.215602,4365.48,-2.06462,152.56,0.04637,0.155944
0.05,-0.154424,0.194086,4153.21,-2.01756,212.27,0.04706,0.160772
0.053125,-0.176554,0.222455,4430.11,1.45981,276.9,2.80582,1.46668
0.05625,-0.157293,0.197075,4203.4,1.32064,226.71,0.13917,0.22116
0.059375,-0.146055,0.181663,4068.69,1.0642,134.71,0.25644,0.158395
0.0625,-0.13925,0.172976,4011.04,0.508471,57.6499,0.555729,0.423692
0.065625,-0.130338,0.160723,3909.54,-0.094873,101.5,0.603344,0.469882
0.06875,-0.140676,0.174394,4039.69,-0.429394,130.15,0.334521,0.230527
0.071875,-0.145158,0.180197,4101.69,-0.695684,62.0,0.26629,0.188306
0.075,-0.139228,0.171508,4025.25,-0.787087,76.4399,0.091403,0.144375
0.078125,-0.13454,0.164312,3958.46,-0.925075,66.79,0.137988,0.148196
0.08125,-0.13431,0.164391,3952.46,-1.21526,6.0,0.290185,0.160827
0.084375,-0.158123,0.196251,4250.32,-1.42261,297.86,0.20735,0.145489
0.0875,-0.172191,0.215568,4411.86,-1.44775,161.54,0.0251399,0.154733
0.090625,-0.183748,0.231373,4572.17,-1.51019,160.31,0.06244,0.144269
0.09375,-0.190945,0.241757,4674.6,-1.54182,102.43,0.03163,0.158472
0.096875,-0.19266,0.243461,4675.47,-1.56756,0.870117,0.0257399,0.144719
0.1,-0.193314,0.243362,4660.0,-1.69661,15.4702,0.12905,0.157859
0.103125,-0.194863,0.244706,4681.51,-1.75369,21.5098,0.05708,0.150372
0.10625,-0.194591,0.244112,4698.36,-1.54876,16.8501,0.20493,0.226194
0.109375,-0.169467,0.210526,4437.14,-1.03628,261.22,0.51248,1.07668
0.1125,-0.149803,0.183421,4152.18,-0.668595,284.96,0.367685,0.39701
0.115625,-0.133057,0.160922,3915.18,-0.200547,237.0,0.468048,0.543055
0.11875,-0.135953,0.164737,3923.75,0.166684,8.57007,0.367231,0.457105
0.121875,-0.122879,0.148528,3753.24,0.506743,170.51,0.340059,0.515035
0.125,-0.110154,0.132815,3561.63,0.7579,191.61,0.251157,0.358547
0.128125,-0.115099,0.140113,3629.93,0.861774,68.3,0.103874,0.329579
0.13125,-0.118234,0.14534,3684.17,0.949587,54.24,0.087813,0.237192
0.134375,-0.121768,0.150233,3728.59,1.00302,44.4202,0.0534331,0.172479
0.1375,-0.115358,0.141155,3652.36,1.01304,76.23,0.0100199,0.181747
0.140625,-0.117567,0.142836,3690.61,0.88506,38.25,0.12798,0.184403
0.14375,-0.13274,0.163337,3871.77,0.769566,181.16,0.115494,0.163901
0.146875,-0.128075,0.157666,3819.26,0.670764,52.51,0.098802,0.145588
0.15,-0.124441,0.151937,3780.03,0.460247,39.23,0.210517,0.162673
0.153125,-0.118362,0.143655,3687.5,-0.00926408,92.53,0.469511,0.306694
0.15625,-0.146941,0.181869,4063.2,1.18621,375.7,1.19547,0.90628
0.159375,-0.145046,0.179317,4060.86,1.02874,2.33984,0.15747,0.146823
0.1625,-0.146819,0.181957,4092.53,0.895246,31.6699,0.133494,0.164427
0.165625,-0.154438,0.191826,4178.83,0.732612,86.3,0.162634,0.154545
0.16875,-0.160655,0.199318,4266.85,0.639881,88.02,0.092731,0.156509
0.171875,-0.147769,0.181787,4134.71,0.489314,132.14,0.150567,0.150075
0.175,-0.140502,0.170988,4076.65,0.380184,58.0601,0.10913,0.136113
0.178125,-0.129237,0.155833,3941.18,0.209868,135.47,0.170316,0.132478
0.18125,-0.122668,0.147414,3859.83,0.105397,81.3499,0.104471,0.129686
0.184375,-0.113171,0.134472,3754.31,-0.0316114,105.52,0.137008,0.15179
0.1875,-0.120917,0.144508,3840.17,-0.127618,85.8599,0.0960066,0.135357
0.190625,-0.118367,0.140878,3784.35,-0.282883,55.8198,0.155265,0.146347
0.19375,-0.128609,0.15474,3906.66,-0.426947,122.31,0.144064,0.157444
0.196875,-0.130279,0.158503,3908.17,-0.572389,1.51001,0.145442,0.172093
0.2,-0.150607,0.185742,4123.68,-0.835858,215.51,0.263469,0.173844
0.203125,-0.173144,0.216279,4354.49,-0.96926,230.81,0.133402,0.155247
0.20625,-0.177964,0.223289,4392.01,-0.965739,37.5195,0.00352097,0.168571
0.209375,-0.16492,0.205382,4266.14,-1.0424,125.87,0.076661,0.156628
0.2125,-0.15544,0.191546,4183.79,-1.11696,82.3501,0.07456,0.148066
0.215625,-0.158598,0.194038,4218.96,-1.56559,35.1699,0.44863,0.614079
0.21875,-0.141396,0.170872,4040.55,-1.69316,178.41,0.12757,0.213431
0.221875,-0.125035,0.148576,3862.08,-1.86046,178.47,0.1673,0.136572
0.225,-0.118234,0.13835,3824.18,-1.79332,37.9001,0.0671401,0.227045
0.228125,-0.112385,0.132092,3752.58,0.757662,71.5999,2.55098,1.89593
0.23125,-0.136702,0.16369,4056.83,-0.0468908,304.25,0.804553,0.681889
0.234375,-0.120894,0.144094,3846.74,-0.852994,210.09,0.806103,0.8899
0.2375,-0.106293,0.12475,3613.49,-1.69134,233.25,0.838346,0.729535
0.240625,-0.127462,0.154803,3815.66,-2.06679,202.17,0.37545,0.340008
0.24375,-0.153155,0.19038,4092.38,-2.21141,276.72,0.14462,0.143837
0.246875,-0.163436,0.204502,4193.73,-2.32743,101.35,0.11602,0.145263
0.25,-0.15857,0.197555,4131.02,2.75912,62.71,1.19664,1.38016
0.253125,-0.155875,0.19457,4066.26,2.85572,64.76,0.0966001,0.205058
0.25625,-0.15541,0.193227,4099.52,2.62335,33.26,0.23237,0.204327
0.259375,-0.129875,0.15898,3847.24,2.4717,252.28,0.15165,0.145661
0.2625,-0.106239,0.12622,3594.11,2.198,253.13,0.2737,0.317344
0.265625,-0.0924334,0.106316,3446.48,1.75903,147.63,0.43897,0.552692
0.26875,-0.091487,0.101552,3504.66,0.996083,58.1799,0.762947,0.933228
0.271875,-0.0737207,0.0781008,3302.02,0.513298,202.64,0.482785,0.328135
0.275,-0.086351,0.0963971,3448.85,-0.0721607,146.83,0.585459,0.385047
0.278125,-0.0986036,0.113516,3594.55,-0.477321,145.7,0.40516,0.231368
0.28125,-0.108998,0.128782,3709.7,-0.898526,115.15,0.421205,0.284113
0.284375,-0.125529,0.152129,3890.44,-1.2496,180.74,0.351074,0.215668
0.2875,-0.1435,0.177633,4045.79,-1.69481,155.35,0.44521,0.285303
0.290625,-0.1543,0.193284,4151.85,-2.15799,106.06,0.46318,0.30688
0.29375,-0.149304,0.187992,4052.16,-2.60349,99.6902,0.4455,0.325086
0.296875,-0.14633,0.183806,3989.41,0.712391,62.75,2.9673,1.84739
0.3,-0.126276,0.156506,3769.07,0.942199,220.34,0.229808,0.34598
0.303125,-0.102235,0.123202,3500.53,0.828489,268.54,0.11371,0.143733
0.30625,-0.0805911,0.0918557,3263.49,0.681525,237.04,0.146964,0.143843
0.309375,-0.0575991,0.0598284,2967.04,0.467921,296.45,0.213604,0.142242
0.3125,-0.0516534,0.050908,2894.35,0.191485,72.6899,0.276436,0.13979
0.315625,-0.0651184,0.0688802,3089.56,-0.0942842,195.21,0.285769,0.13693
0.31875,-0.0816183,0.0901796,3360.21,-0.329305,270.65,0.235021,0.145903
0.321875,-0.105997,0.125043,3636.15,-0.5293,275.94,0.199995,0.138445
0.325,-0.123926,0.15103,3799.57,-0.661998,163.42,0.132698,0.126233
0.328125,-0.141853,0.176257,3983.17,-0.83589,183.6,0.173892,0.138707
0.33125,-0.144324,0.180671,3987.37,-0.922627,4.2002,0.086737,0.14984
0.334375,-0.150268,0.18872,4074.31,-1.01399,86.9399,0.0913631,0.140559
0.3375,-0.126342,0.155959,3823.37,-2.77632,250.94,1.76233,0.994057
0.340625,-0.125559,0.153903,3827.41,-3.01905,4.03979,0.24273,0.147975
0.34375,-0.109051,0.130024,3649.13,3.07079,178.28,0.193345,0.123025
0.346875,-0.0868911,0.0999012,3371.63,2.6805,277.5,0.39029,0.372768
0.35,-0.0633451,0.0640964,3259.93,1.61851,111.7,1.06199,0.885748
0.353125,-0.0544485,0.0509583,3184.37,1.3156,75.5598,0.30291,0.137392
0.35625,-0.0577232,0.0552753,3240.59,1.04154,56.22,0.27406,0.123328
0.359375,-0.0701533,0.0723336,3385.36,0.847893,144.77,0.193647,0.117478
0.3625,-0.0871746,0.096175,3580.18,0.586442,194.82,0.261451,0.127921
0.365625,-0.110138,0.128457,3808.62,0.413386,228.44,0.173056,0.116828
0.36875,-0.130347,0.157181,3992.26,0.23763,183.64,0.175756,0.122622
0.371875,-0.143903,0.17705,4129.57,0.0740089,137.31,0.163621,0.109081
0.375,-0.15437,0.192032,4204.54,-0.0667126,74.9702,0.140721,0.125505
0.378125,-0.150191,0.186654,4164.93,-0.210983,39.6099,0.14427,0.120628
0.38125,-0.137582,0.16949,4032.14,-0.390079,132.79,0.179096,0.132862
0.384375,-0.117165,0.142397,3824.22,-0.571639,207.92,0.18156,0.115798
0.3875,-0.0969383,0.114366,3651.08,-0.788631,173.14,0.216992,0.125688
0.390625,-0.0697124,0.0768019,3292.22,0.382377,358.86,1.17101,1.38465
0.39375,-0.0469426,0.0433457,3195.45,-0.317064,96.77,0.699441,0.648447
0.396875,-0.050937,0.0498217,3196.52,-1.12741,1.07007,0.810346,0.843791
0.4,-0.0558295,0.0557653,3315.03,-1.42886,118.51,0.30145,0.240433
0.403125,-0.0693787,0.0744978,3479.5,-1.68533,164.47,0.25647,0.141132
0.40625,-0.0789829,0.0875193,3599.42,-1.98812,119.92,0.30279,0.161882
0.409375,-0.0982806,0.115302,3795.47,-2.23361,196.05,0.24549,0.124543
0.4125,-0.1163,0.140892,3952.73,-2.4776,157.26,0.24399,0.139306
0.415625,-0.138455,0.170916,4164.7,-2.71267,211.97,0.23507,0.14113
0.41875,-0.150301,0.187577,4268.43,-2.94178,103.73,0.22911,0.140182
0.421875,-0.155582,0.193725,4341.42,-3.1294,72.9897,0.18762,0.132584
0.425,-0.163664,0.204844,4423.56,2.38015,82.1401,0.773635,1.16872
0.428126,-0.150533,0.186201,4334.46,2.20462,89.1001,0.17553,0.113865
0.431251,-0.132559,0.160895,4181.2,2.01149,153.26,0.19313,0.132943
0.434376,-0.105898,0.122814,3962.56,1.79419,218.64,0.2173,0.225237
0.437501,-0.0849533,0.0925298,3775.01,1.46584,187.55,0.32835,0.150601
0.440626,-0.0630353,0.0622221,3558.63,1.16398,216.38,0.30186,0.128648
0.443751,-0.0512028,0.0449174,3445.03,0.824692,113.6,0.339288,0.12879
0.446876,-0.0502044,0.0438592,3428.14,0.465567,16.8901,0.359125,0.1281
0.450001,-0.0627229,0.0615307,3554.4,0.165777,126.26,0.29979,0.114835
0.453126,-0.0801498,0.0857872,3738.71,-0.13404,184.31,0.299817,0.136926
0.456251,-0.102789,0.117819,3942.42,-0.370383,203.71,0.236343,0.124666
0.459376,-0.124728,0.148709,4139.2,-0.522734,196.78,0.152351,0.101375
0.462501,-0.141427,0.172783,4291.1,-0.660357,151.9,0.137623,0.102047
0.465626,-0.150878,0.186904,4347.04,-0.755177,55.9399,0.09482,0.114283
0.468751,-0.155625,0.193134,4398.92,-0.722171,51.8799,0.033006,0.169486
0.471876,-0.144687,0.177799,4317.24,-0.626755,81.6797,0.095416,0.226103
0.475001,-0.12125,0.145389,4056.73,-0.430319,260.51,0.196436,0.305602
0.478126,-0.0900963,0.103206,3705.64,-0.266465,351.09,0.163854,0.333426
0.481251,-0.0646538,0.0686036,3408.88,-0.267891,296.76,0.00142598,0.223765
0.484376,-0.0436652,0.0394616,3154.32,-0.349175,254.56,0.081284,0.212895
0.487501,-0.0333879,0.0251232,3035.2,-0.646638,119.12,0.297463,0.163656
0.490626,-0.0362369,0.0288446,3085.75,-0.911313,50.55,0.264675,0.174475
0.493751,-0.0575398,0.0578093,3339.55,-1.21156,253.8,0.300247,0.147842
0.496876,-0.06916,0.077459,3393.31,-0.380886,53.76,0.830674,0.977839
0.500001,-0.0937439,0.110627,3697.24,-0.755301,303.93,0.374415,0.177726
0.503126,-0.107935,0.130341,3865.27,-1.00931,168.03,0.254009,0.122728
0.506251,-0.123301,0.15174,4005.37,-1.24926,140.1,0.23995,0.138659
0.509376,-0.135862,0.168334,4120.74,-1.45968,115.37,0.21042,0.177214
0.512501,-0.134015,0.165476,4042.75,-2.59943,77.9902,1.13975,0.716235
0.515626,-0.128997,0.158464,3997.08,-2.79852,45.6699,0.19909,0.119437
0.518751,-0.11404,0.136658,3878.07,-2.99462,119.01,0.1961,0.119652
0.521876,-0.0899956,0.103042,3625.87,3.03438,252.2,0.254185,0.135489
0.525001,-0.0649824,0.0670257,3376.03,2.84433,249.84,0.19005,0.152027
0.528126,-0.0378197,0.026957,3169.42,1.83791,206.61,1.00642,0.514564
0.531251,-0.0309053,0.0173168,3116.65,1.49035,52.77,0.34756,0.124781
0.534376,-0.0232951,0.010276,2871.09,1.75355,245.56,0.2632,0.384269
0.537501,-0.0347947,0.0266907,3010.44,1.42666,139.35,0.32689,0.113465
0.540626,-0.0523375,0.0510254,3250.6,1.15204,240.16,0.27462,0.111648
0.543751,-0.0785837,0.0867802,3581.85,0.900985,331.25,0.251055,0.112639
0.546876,-0.0960827,0.111534,3730.41,0.762495,148.56,0.13849,0.123044
0.550001,-0.117656,0.141031,3958.09,0.728912,227.68,0.033583,0.154213
0.553126,-0.124242,0.153081,3871.1,0.889176,86.99,0.160264,0.315999
0.556251,-0.131724,0.163656,4023.23,1.3066,152.13,0.417424,0.456559
0.559376,-0.112279,0.136102,3873.28,1.84502,149.95,0.53842,0.557699
0.562501,-0.0801576,0.0924537,3551.37,1.98554,321.91,0.14052,0.296111
0.565626,-0.0550257,0.0580507,3222.26,1.95296,329.11,0.03258,0.196329
0.568751,-0.0379869,0.0340308,3000.08,1.71551,222.18,0.23745,0.12641
0.571876,-0.0316497,0.0248866,2936.84,1.40688,63.24,0.30863,0.121297
0.575001,-0.0354636,0.0302865,2990.6,1.0606,53.76,0.34628,0.140646
0.578126,-0.0430602,0.041274,3087.12,0.721661,96.52,0.338939,0.138914
0.581251,-0.047318,0.0471467,3158.46,0.411735,71.3398,0.309926,0.126993
0.584376,-0.0588005,0.0626566,3305.08,0.0694671,146.62,0.342268,0.145428
0.587501,-0.077854,0.0890702,3501.01,-0.206481,195.93,0.275948,0.133259
0.590626,-0.0943218,0.112121,3671.69,-0.491559,170.68,0.285078,0.138585
0.593751,-0.106592,0.129463,3793.87,-0.756041,122.18,0.264482,0.153121
0.596876,-0.114624,0.140736,3860.66,-0.973996,66.7898,0.217955,0.13045
0.600001,-0.11063,0.13558,3797.11,-1.16483,63.5498,0.190834,0.130557
0.603126,-0.112772,0.13647,3903.18,-2.41471,106.07,1.24988,0.745084
0.606251,-0.0970221,0.11412,3764.86,-2.61282,138.32,0.19811,0.126801
0.609376,-0.0744946,0.0815074,3575.71,-2.80033,189.15,0.18751,0.148938
0.612501,-0.0455855,0.0407462,3328.81,-3.01141,246.9,0.21108,0.138621
0.615626,-0.0235889,0.0119184,3065.34,3.00691,263.47,0.264865,0.14803
0.618751,-0.0148429,0.00197304,2935.96,2.71685,129.38,0.29006,0.158559
0.621876,-0.0239405,0.0134614,3005.08,2.3927,69.1201,0.32415,0.146593
0.625001,-0.0340792,0.0275276,3116.85,2.14777,111.77,0.24493,0.140457
0.628126,-0.0483094,0.0480646,3276.6,1.84614,159.75,0.30163,0.155324
0.631251,-0.0657876,0.0724984,3482.99,1.66822,206.39,0.17792,0.120761
0.634376,-0.0813254,0.0943056,3654.0,1.39205,171.01,0.27617,0.149057
0.637501,-0.0967549,0.114907,3788.14,1.18992,134.14,0.20213,0.110949
0.640626,-0.107232,0.128438,3861.01,0.972588,72.8701,0.217332,0.121612
0.643751,-0.109015,0.131082,3841.04,0.717793,19.97,0.254795,0.147711
0.646876,-0.100885,0.121142,3722.02,0.502657,119.02,0.215136,0.122033
0.650001,-0.0821737,0.0957705,3544.99,0.279614,177.03,0.223043,0.136803
0.653126,-0.0598806,0.0645556,3327.32,0.0162868,217.67,0.263327,0.146936
0.656251,-0.0373078,0.0327489,3095.29,-0.254647,232.03,0.270934,0.127493
0.659376,-0.0257498,0.0170621,2964.21,-0.554485,131.08,0.299838,0.11397
0.662501,-0.0259182,0.016572,3007.47,-0.797256,43.26,0.242771,0.110345
0.665626,-0.0287698,0.0236641,2865.92,1.11678,141.55,1.91404,1.66617
0.668751,-0.0390749,0.0379732,2998.24,0.762501,132.32,0.354279,0.165516
0.671876,-0.0523241,0.056597,3126.32,0.450364,128.08,0.312137,0.136839
