time,U,S,P_Amp,P_Phi,D_P_AMP,D_P_Phi,Dphi
0.0,-0.457294,0.530507,8233.06,0.00679533,0.0,0.0,0.0
0.003125,-0.442802,0.506305,8111.57,-0.0233081,121.49,0.0301034,0.142879
0.00625,-0.481464,0.556742,8225.25,-0.00199929,113.68,0.0213088,0.131514
0.009375,-0.45108,0.511542,8141.17,-0.021301,84.0801,0.0193017,0.133998
0.0125,-0.494987,0.562453,8457.15,0.0153694,315.98,0.0366704,0.114856
0.015625,-0.513337,0.581443,8594.17,0.0259864,137.02,0.010617,0.127119
0.01875,-0.484948,0.544251,8471.55,0.0225148,122.62,0.0034716,0.121736
0.021875,-0.493954,0.552642,8520.0,0.0249808,48.4502,0.002466,0.132964
0.025,-0.490194,0.546563,8490.15,-0.00564566,29.8496,0.0306265,0.131439
0.028125,-0.484984,0.545197,8390.73,-0.0183808,99.4199,0.0127351,0.138678
0.03125,-0.49352,0.554511,8439.03,-0.0131403,48.2998,0.0052405,0.154898
0.034375,-0.434668,0.473483,8158.75,-0.0415181,280.28,0.0283778,0.149586
0.0375,-0.466816,0.517349,8242.28,-0.0281555,83.5303,0.0133626,0.142819
0.040625,-0.496131,0.551867,8385.55,-0.0659733,143.27,0.0378178,0.145225
0.04375,-0.529504,0.593754,8581.9,-0.0656864,196.351,0.0002869,0.125303
0.046875,-0.485322,0.538223,8418.28,-0.103518,163.62,0.0378316,0.145114
0.05,-0.495742,0.551705,8478.48,-0.0821265,60.2002,0.0213915,0.121255
0.053125,-0.497755,0.554802,8481.48,-0.0605461,3.0,0.0215804,0.108202
0.05625,-0.46895,0.518503,8307.27,-0.0293912,174.211,0.0311549,0.11162
0.059375,-0.453116,0.498419,8190.23,-0.010308,117.04,0.0190832,0.115673
0.0625,-0.472491,0.526176,8231.3,0.0256972,41.0698,0.0360052,0.120674
0.065625,-0.48768,0.550354,8266.44,0.00112647,35.1406,0.0245707,0.128026
0.06875,-0.47698,0.538602,8167.61,0.0196013,98.8306,0.0184748,0.111917
0.071875,-0.462874,0.523364,8073.23,-0.0209839,94.3799,0.0405852,0.123212
0.075,-0.47525,0.5412,8119.22,-0.0444625,45.9902,0.0234786,0.118508
0.078125,-0.469323,0.535158,7987.1,-0.0411982,132.12,0.0032643,0.126866
0.08125,-0.506079,0.579542,8174.27,-0.0764242,187.17,0.035226,0.136415
0.084375,-0.520908,0.594441,8350.78,-0.124819,176.51,0.0483948,0.13668
0.0875,-0.545348,0.622043,8594.23,-0.161093,243.45,0.036274,0.116111
0.090625,-0.547046,0.629948,8592.39,-0.196365,1.84082,0.035272,0.128511
0.09375,-0.519616,0.592359,8479.97,-0.178231,112.42,0.018134,0.117179
0.096875,-0.517175,0.590901,8460.32,-0.153505,19.6494,0.024726,0.126397
0.1,-0.516151,0.588111,8492.93,-0.122936,32.6094,0.030569,0.125047
0.103125,-0.518362,0.594102,8541.92,-0.111418,48.9902,0.011518,0.125873
0.10625,-0.525458,0.607719,8555.06,-0.121136,13.1396,0.009718,0.132073
0.109375,-0.533891,0.620154,8646.49,-0.124539,91.4307,0.003403,0.1171
0.1125,-0.525153,0.608069,8640.43,-0.0966661,6.06055,0.0278729,0.124465
0.115625,-0.487025,0.559886,8423.2,-0.080888,217.229,0.0157781,0.130592
0.11875,-0.484677,0.559644,8346.91,-0.0546967,76.29,0.0261913,0.117044
0.121875,-0.474547,0.550278,8204.49,-0.0502185,142.42,0.0044782,0.11047
0.125,-0.424925,0.48044,7972.28,-0.0814897,232.21,0.0312712,0.121848
0.128125,-0.395096,0.439303,7808.84,-0.0937244,163.44,0.0122347,0.114939
0.13125,-0.390105,0.427346,7837.19,-0.110161,28.3501,0.0164366,0.126293
0.134375,-0.380526,0.406737,7882.38,-0.125506,45.1899,0.015345,0.139927
0.1375,-0.343913,0.359844,7717.26,-0.150498,165.12,0.024992,0.131356
0.140625,-0.333392,0.349031,7628.98,-0.171869,88.2798,0.021371,0.131496
0.14375,-0.333461,0.350994,7578.48,-0.150269,50.5,0.0216,0.132677
0.146875,-0.315917,0.332475,7365.6,-0.129213,212.88,0.021056,0.137475
0.15,-0.342365,0.370805,7479.93,-0.120809,114.33,0.008404,0.142364
0.153125,-0.263508,0.264208,7077.64,-0.103612,402.29,0.017197,0.13906
0.15625,-0.276876,0.286283,7141.3,-0.0713434,63.6597,0.0322686,0.131174
0.159375,-0.258871,0.264313,7086.89,-0.117809,54.4097,0.0464656,0.139298
0.1625,-0.233258,0.228436,7050.28,-0.0543463,36.6104,0.0634627,0.154305
0.165625,-0.228539,0.222988,6967.26,-0.0449675,83.02,0.0093788,0.12582
0.16875,-0.211086,0.199164,6809.35,-0.0268707,157.91,0.0180968,0.136142
0.171875,-0.225574,0.221365,6799.02,0.0346922,10.3301,0.0615629,0.121786
0.175,-0.241479,0.242749,6846.93,0.0468622,47.9102,0.01217,0.129773
0.178125,-0.237523,0.235312,6810.03,0.0778737,36.9004,0.0310115,0.131115
0.18125,-0.249676,0.252251,6786.33,0.0690177,23.6997,0.008856,0.143101
0.184375,-0.263033,0.264761,6920.64,0.0659131,134.31,0.0031046,0.132283
0.1875,-0.26754,0.273838,6889.37,0.0942186,31.27,0.0283055,0.14045
0.190625,-0.247598,0.245286,6797.11,0.0856498,92.2603,0.00856879,0.141442
0.19375,-0.308766,0.326021,7134.91,0.118913,337.8,0.0332632,0.141855
0.196875,-0.376789,0.418578,7471.62,0.111205,336.71,0.00770801,0.12676
0.2,-0.394812,0.442177,7522.56,0.112177,50.9399,0.000972003,0.140359
0.203125,-0.399959,0.450112,7523.36,0.0997142,0.799805,0.0124628,0.113639
0.20625,-0.408703,0.456596,7662.86,0.129353,139.5,0.0296388,0.136652
0.209375,-0.410743,0.462279,7656.65,0.113875,6.20996,0.015478,0.145022
0.2125,-0.424356,0.478467,7774.14,0.141701,117.49,0.027826,0.145016
0.215625,-0.370239,0.416122,7318.7,0.117157,455.44,0.024544,0.133418
0.21875,-0.372369,0.420223,7303.38,0.0755323,15.3203,0.0416247,0.134181
0.221875,-0.363959,0.410188,7247.46,0.0662732,55.9199,0.0092591,0.119049
0.225,-0.421401,0.486479,7587.92,0.0410827,340.46,0.0251905,0.121736
0.228125,-0.413571,0.471449,7630.82,0.0498942,42.8999,0.0088115,0.129888
0.23125,-0.413462,0.470867,7643.12,0.0401573,12.3003,0.0097369,0.13461
0.234375,-0.46144,0.534127,7930.82,0.0521109,287.7,0.0119536,0.116018
0.2375,-0.476036,0.553548,8023.2,0.0717051,92.3804,0.0195942,0.113461
0.240625,-0.51001,0.597475,8229.83,0.0484452,206.63,0.0232599,0.118047
0.24375,-0.502688,0.590221,8189.05,0.0739312,40.7803,0.025486,0.126333
0.246875,-0.528229,0.625828,8322.49,0.0906009,133.44,0.0166697,0.12169
