time,U,S,P_Amp,P_Phi,D_P_AMP,D_P_Phi,Dphi
0.0,-0.779096,0.892561,10178.2,0.0800938,0.0,0.0,0.0
0.003125,-0.772726,0.887898,10128.0,0.0456825,50.2002,0.0344113,0.108018
0.00625,-0.787452,0.901948,10228.9,0.0101566,100.9,0.0355259,0.100757
0.009375,-0.81283,0.929837,10409.2,-0.0251667,180.3,0.0353233,0.0892402
0.0125,-0.790412,0.905421,10246.2,-0.0742392,163.0,0.0490725,0.103833
0.015625,-0.762507,0.871065,10075.9,-0.11044,170.3,0.0362008,0.0919119
0.01875,-0.71323,0.815795,9765.17,-0.130504,310.73,0.020064,0.0906279
0.021875,-0.705326,0.804954,9761.7,-0.142836,3.46973,0.012332,0.0921499
0.025,-0.697145,0.793407,9742.84,-0.157774,18.8604,0.014938,0.0924741
0.028125,-0.658598,0.751463,9452.52,-0.162282,290.32,0.004508,0.111324
0.03125,-0.642564,0.731558,9395.61,-0.148748,56.9092,0.013534,0.103875
0.034375,-0.621668,0.711185,9236.17,-0.14772,159.44,0.001028,0.101488
0.0375,-0.616269,0.703944,9181.1,-0.144831,55.0703,0.00288899,0.104944
0.040625,-0.613921,0.699497,9193.64,-0.14656,12.54,0.001729,0.110496
0.04375,-0.609345,0.696615,9103.91,-0.0965675,89.7295,0.0499925,0.120608
0.046875,-0.592716,0.675224,9006.42,-0.127607,97.4902,0.0310395,0.14043
0.05,-0.552135,0.632219,8637.86,-0.105415,368.56,0.022192,0.132135
0.053125,-0.578433,0.655806,8938.08,-0.0838456,300.22,0.0215694,0.130051
0.05625,-0.62549,0.712232,9250.23,-0.0710569,312.15,0.0127887,0.117664
0.059375,-0.626964,0.714769,9226.8,-0.0972613,23.4307,0.0262044,0.10741
0.0625,-0.594266,0.673028,9043.29,-0.10188,183.51,0.0046187,0.123944
0.065625,-0.593753,0.672574,9022.03,-0.0841086,21.2598,0.0177714,0.112883
0.06875,-0.569651,0.641528,8841.38,-0.0973337,180.65,0.0132251,0.135752
0.071875,-0.586772,0.657917,9044.11,-0.0959685,202.73,0.0013652,0.112566
0.075,-0.588856,0.660663,9002.83,-0.0898149,41.2803,0.0061536,0.114011
0.078125,-0.592735,0.664825,9058.28,-0.106332,55.4502,0.0165171,0.104167
0.08125,-0.547574,0.61452,8707.3,-0.12884,350.98,0.022508,0.0994679
0.084375,-0.545636,0.614277,8634.92,-0.129394,72.3799,0.000553995,0.0966486
0.0875,-0.560133,0.62446,8783.35,-0.135414,148.43,0.00602001,0.110738
0.090625,-0.524026,0.588145,8429.51,-0.151784,353.84,0.01637,0.119375
0.09375,-0.552076,0.620918,8604.04,-0.183215,174.53,0.031431,0.116817
0.096875,-0.569966,0.644115,8685.58,-0.188329,81.54,0.00511399,0.11344
0.1,-0.583712,0.665256,8712.83,-0.160552,27.25,0.027777,0.106776
0.103125,-0.606201,0.689757,8864.21,-0.162578,151.38,0.00202601,0.115584
0.10625,-0.549454,0.625545,8428.12,-0.17341,436.09,0.010832,0.126159
0.109375,-0.559166,0.635187,8504.61,-0.17778,76.4902,0.00437,0.119942
0.1125,-0.526704,0.603262,8189.92,-0.162035,314.69,0.015745,0.116918
0.115625,-0.515576,0.58963,8097.95,-0.112591,91.9697,0.049444,0.110397
0.11875,-0.509273,0.582583,8023.35,-0.0965412,74.6001,0.0160498,0.125186
0.121875,-0.515636,0.590296,8120.26,-0.102468,96.9097,0.0059268,0.1121
0.125,-0.497883,0.573513,7968.86,-0.061874,151.4,0.040594,0.129756
0.128125,-0.496797,0.569359,8003.9,-0.0473071,35.04,0.0145669,0.130521
0.13125,-0.484582,0.553988,7899.5,0.00974163,104.4,0.0570487,0.124445
0.134375,-0.484034,0.550471,7908.32,0.0547055,8.81982,0.0449639,0.11577
0.1375,-0.475544,0.535202,7891.2,0.079216,17.1196,0.0245105,0.10935
0.140625,-0.474508,0.529246,7928.07,0.0874022,36.8696,0.0081862,0.10217
0.14375,-0.459041,0.513594,7791.59,0.0881764,136.48,0.000774197,0.113425
0.146875,-0.470523,0.525856,7902.5,0.110712,110.91,0.0225356,0.108632
0.15,-0.461503,0.517341,7860.5,0.0901387,42.0,0.0205733,0.102173
0.153125,-0.499057,0.558578,8159.53,0.0926354,299.03,0.0024967,0.113156
0.15625,-0.512374,0.57649,8265.94,0.0828338,106.411,0.0098016,0.106696
0.159375,-0.547185,0.616793,8522.33,0.0693035,256.39,0.0135303,0.084992
0.1625,-0.569148,0.639695,8690.5,0.0638006,168.17,0.00550289,0.10329
0.165625,-0.545163,0.611317,8512.86,0.0534598,177.64,0.0103408,0.0996385
0.16875,-0.558662,0.623796,8600.11,0.055011,87.25,0.0015512,0.111764
0.171875,-0.561574,0.627794,8612.07,0.0569209,11.96,0.0019099,0.119904
0.175,-0.564035,0.629956,8615.38,0.0412593,3.30957,0.0156616,0.103998
0.178125,-0.533381,0.586637,8430.68,0.0617965,184.7,0.0205372,0.109889
0.18125,-0.564223,0.626949,8644.94,0.0322921,214.261,0.0295044,0.0897856
0.184375,-0.558698,0.615155,8625.33,0.00490114,19.6104,0.027391,0.104435
0.1875,-0.569734,0.636739,8671.65,-0.0130379,46.3203,0.017939,0.106814
0.190625,-0.551058,0.610771,8563.3,-0.0447969,108.351,0.031759,0.111921
0.19375,-0.547496,0.61275,8486.9,-0.0808929,76.3994,0.036096,0.111669
0.196875,-0.53378,0.59473,8380.41,-0.0900616,106.49,0.0091687,0.119668
0.2,-0.544886,0.616673,8395.9,-0.0713481,15.4902,0.0187135,0.110252
0.203125,-0.486289,0.549708,7890.3,-0.0548134,505.601,0.0165347,0.129744
0.20625,-0.475346,0.5402,7817.91,-0.0254815,72.3896,0.0293319,0.127966
0.209375,-0.485288,0.55564,7901.8,-0.0375867,83.8896,0.0121052,0.131858
0.2125,-0.479998,0.552795,7859.99,-0.0301888,41.8096,0.0073979,0.117443
0.215625,-0.515912,0.592196,8205.65,-0.0565458,345.66,0.026357,0.109976
0.21875,-0.515393,0.594457,8194.21,0.0189569,11.4404,0.0755027,0.139088
0.221875,-0.553443,0.636634,8467.38,0.0167306,273.17,0.0022263,0.127608
0.225,-0.559112,0.647425,8509.67,0.0828676,42.29,0.066137,0.114519
0.228125,-0.557111,0.644283,8453.87,0.116976,55.7998,0.0341084,0.112231
0.23125,-0.611133,0.700406,8927.23,0.113987,473.36,0.002989,0.130618
0.234375,-0.60449,0.695876,8815.68,0.0919129,111.551,0.0220741,0.128816
0.2375,-0.673785,0.769749,9365.63,0.0993319,549.95,0.007419,0.143194
0.240625,-0.714406,0.818191,9622.44,0.0886273,256.811,0.0107046,0.137901
0.24375,-0.742919,0.84917,9832.36,0.0533444,209.92,0.0352829,0.130364
0.246875,-0.77274,0.881879,10036.7,0.0210419,204.34,0.0323025,0.118527
0.25,-0.760693,0.866459,9925.8,0.00240691,110.9,0.018635,0.131683
0.253125,-0.783243,0.895322,10109.8,-0.00318792,184.0,0.00559483,0.117497
0.25625,-0.761087,0.867026,10021.7,0.012814,88.0996,0.0160019,0.128452
0.259375,-0.755945,0.855002,9995.71,-0.0260718,25.9902,0.0388858,0.118638
0.2625,-0.713067,0.804269,9727.63,-0.0370984,268.08,0.0110266,0.113477
0.265625,-0.756134,0.847045,10080.9,-0.0237502,353.271,0.0133482,0.128417
0.26875,-0.713644,0.801223,9811.24,-0.00696369,269.66,0.0167865,0.113474
