time,U,S,P_Amp,P_Phi,D_P_AMP,D_P_Phi,Dphi
0.0,-0.35325,0.440113,6387.26,0.1308,0.0,0.0,0.0
0.003125,-0.350468,0.437378,6351.02,0.103713,36.2397,0.027087,0.141102
0.00625,-0.353161,0.440575,6380.45,0.0846495,29.4302,0.0190635,0.129469
0.009375,-0.348847,0.435106,6362.85,0.0407877,17.6001,0.0438618,0.142339
0.0125,-0.347728,0.432578,6379.13,0.0286018,16.2798,0.0121859,0.134753
0.015625,-0.345513,0.428555,6402.62,0.0157798,23.4902,0.012822,0.140688
0.01875,-0.355604,0.440238,6578.05,-0.0142795,175.43,0.0300593,0.143093
0.021875,-0.36766,0.453166,6753.46,-0.0431033,175.41,0.0288238,0.144552
0.025,-0.378576,0.464629,6890.37,-0.0686175,136.91,0.0255142,0.156285
0.028125,-0.387073,0.471744,6994.85,-0.104495,104.48,0.0358775,0.138185
0.03125,-0.400369,0.486945,7156.61,-0.127135,161.76,0.02264,0.13655
0.034375,-0.407289,0.494732,7263.91,-0.164596,107.3,0.037461,0.155966
0.0375,-0.402351,0.486914,7308.48,-0.150977,44.5698,0.013619,0.13794
0.040625,-0.406763,0.490138,7321.71,-0.161399,13.23,0.010422,0.143106
0.04375,-0.420675,0.506484,7484.47,-0.154093,162.76,0.00730601,0.147737
0.046875,-0.406194,0.487101,7410.62,-0.157534,73.8501,0.00344101,0.146117
0.05,-0.412044,0.491224,7573.55,-0.156862,162.93,0.000671998,0.162791
0.053125,-0.402012,0.477174,7494.05,-0.145535,79.5,0.011327,0.161749
0.05625,-0.41106,0.483786,7705.44,-0.128226,211.39,0.017309,0.147649
0.059375,-0.412441,0.482744,7779.07,-0.0857458,73.6299,0.0424802,0.153922
0.0625,-0.419585,0.489369,7833.85,-0.0614054,54.7803,0.0243404,0.130437
0.065625,-0.435656,0.509461,7986.67,-0.0261873,152.82,0.0352181,0.150939
0.06875,-0.464355,0.543707,8177.38,0.0185819,190.71,0.0447692,0.133529
0.071875,-0.471558,0.552345,8179.43,0.0650745,2.05029,0.0464926,0.134055
0.075,-0.484346,0.568573,8189.61,0.0857892,10.1797,0.0207147,0.139029
0.078125,-0.499691,0.586939,8267.58,0.105265,77.9702,0.0194758,0.132476
0.08125,-0.489457,0.576456,8138.22,0.112567,129.36,0.007302,0.123836
0.084375,-0.464195,0.548305,7915.96,0.118417,222.26,0.00585,0.126425
0.0875,-0.440456,0.520123,7728.12,0.133458,187.84,0.015041,0.125388
0.090625,-0.421495,0.497739,7543.15,0.164674,184.97,0.031216,0.12489
0.09375,-0.392988,0.463962,7242.87,0.199721,300.28,0.035047,0.120967
0.096875,-0.375327,0.445238,7029.27,0.224587,213.6,0.024866,0.137965
0.1,-0.377052,0.450578,6974.13,0.204037,55.1401,0.02055,0.144903
0.103125,-0.355114,0.426782,6737.56,0.21196,236.57,0.00792301,0.118965
0.10625,-0.337811,0.407481,6517.38,0.199345,220.18,0.012615,0.127397
0.109375,-0.323201,0.391713,6299.6,0.173735,217.78,0.02561,0.125307
0.1125,-0.296994,0.361212,5938.73,0.139154,360.87,0.034581,0.135795
0.115625,-0.27577,0.337394,5655.91,0.11357,282.82,0.025584,0.128045
0.11875,-0.274134,0.33741,5618.95,0.101539,36.96,0.012031,0.134947
0.121875,-0.278704,0.344078,5687.62,0.0663112,68.6699,0.0352278,0.145041
0.125,-0.282841,0.349007,5682.5,0.0558058,5.12012,0.0105054,0.125029
0.128125,-0.290398,0.357846,5744.84,0.0198369,62.3398,0.0359689,0.114052
0.13125,-0.291366,0.359524,5743.63,-0.00586099,1.20996,0.0256979,0.120134
0.134375,-0.278827,0.344142,5627.02,-0.0145452,116.61,0.00868421,0.133009
0.1375,-0.27765,0.342895,5657.89,-0.0412324,30.8701,0.0266872,0.11041
0.140625,-0.28514,0.350122,5803.78,-0.0553525,145.89,0.0141201,0.135262
0.14375,-0.296116,0.361269,5912.14,-0.0703121,108.36,0.0149596,0.140935
0.146875,-0.307499,0.37309,6095.16,-0.0673932,183.02,0.0029189,0.145537
0.15,-0.318514,0.386836,6196.92,-0.0734841,101.76,0.0060909,0.15431
0.153125,-0.34694,0.420684,6548.09,-0.0817743,351.17,0.0082902,0.146633
0.15625,-0.370557,0.447228,6798.56,-0.114474,250.47,0.0326997,0.134321
0.159375,-0.390525,0.470952,6936.39,-0.130965,137.83,0.016491,0.132634
0.1625,-0.392897,0.472753,6932.58,-0.155983,3.81006,0.025018,0.127559
0.165625,-0.407272,0.487735,7084.96,-0.163687,152.38,0.007704,0.161369
0.16875,-0.411933,0.493091,7167.18,-0.174486,82.2202,0.010799,0.14522
0.171875,-0.411505,0.492112,7191.17,-0.183259,23.9897,0.008773,0.148843
0.175,-0.41164,0.490672,7195.75,-0.153745,4.58008,0.029514,0.151297
0.178125,-0.424827,0.505613,7317.41,-0.139722,121.66,0.014023,0.139243
0.18125,-0.437754,0.520875,7422.92,-0.128784,105.51,0.010938,0.143295
0.184375,-0.452899,0.539765,7540.48,-0.119031,117.56,0.009753,0.139449
0.1875,-0.456731,0.545448,7554.96,-0.101145,14.48,0.017886,0.154481
0.190625,-0.469137,0.561085,7639.17,-0.0911722,84.21,0.0099728,0.150182
0.19375,-0.47048,0.563222,7646.48,-0.052108,7.31006,0.0390642,0.144451
0.196875,-0.481043,0.575613,7750.21,-0.0287802,103.73,0.0233278,0.14331
0.2,-0.490772,0.586918,7814.36,-0.0219468,64.1499,0.0068334,0.13111
0.203125,-0.506183,0.605585,7900.41,-0.0175127,86.0503,0.0044341,0.131258
0.20625,-0.513278,0.614805,7933.09,0.00690744,32.6797,0.0244201,0.138273
0.209375,-0.526728,0.632292,7975.29,0.041075,42.2002,0.0341676,0.135776
0.2125,-0.547638,0.65917,8111.46,0.0526602,136.17,0.0115852,0.13011
0.215625,-0.551805,0.667493,8124.12,0.068171,12.6602,0.0155108,0.135497
0.21875,-0.540011,0.654682,8041.54,0.0731394,82.5801,0.0049684,0.126502
0.221875,-0.525309,0.637841,7927.82,0.0850495,113.72,0.0119101,0.12755
0.225,-0.501206,0.608808,7706.95,0.0999658,220.87,0.0149163,0.136856
0.228125,-0.488069,0.593673,7605.16,0.0896802,101.79,0.0102856,0.113168
0.23125,-0.479462,0.584503,7551.59,0.0759049,53.5703,0.0137753,0.138433
0.234375,-0.473863,0.578643,7520.68,0.0766392,30.9097,0.000734299,0.130455
0.2375,-0.466481,0.568423,7460.32,0.0613277,60.3604,0.0153115,0.154931
0.240625,-0.445315,0.542392,7269.05,0.0558096,191.27,0.0055181,0.162548
0.24375,-0.451072,0.551034,7308.27,0.0520222,39.2202,0.0037874,0.13979
0.246875,-0.436665,0.533579,7176.43,0.0303089,131.84,0.0217133,0.155637
0.25,-0.42227,0.51605,7074.16,0.0027633,102.27,0.0275456,0.14647
0.253125,-0.400221,0.489641,6875.44,-0.0203896,198.72,0.0231529,0.14703
0.25625,-0.380583,0.465184,6697.5,-0.0269554,177.94,0.0065658,0.162133
0.259375,-0.375479,0.45986,6632.32,-0.0541036,65.1802,0.0271482,0.132816
0.2625,-0.374911,0.460046,6571.97,-0.068837,60.3496,0.0147334,0.15091
0.265625,-0.379284,0.465127,6625.31,-0.0832957,53.3398,0.0144587,0.139973
0.26875,-0.375484,0.460004,6594.59,-0.102733,30.7202,0.0194373,0.1613
0.271875,-0.369097,0.451041,6523.68,-0.103791,70.9097,0.001058,0.143134
0.275,-0.365526,0.4456,6503.1,-0.103508,20.5801,0.000282995,0.142435
0.278125,-0.37019,0.451133,6560.62,-0.0966699,57.52,0.00683811,0.130929
0.28125,-0.37201,0.452944,6583.93,-0.0874469,23.3101,0.009223,0.150424
0.284375,-0.373215,0.453853,6601.62,-0.0521089,17.6899,0.035338,0.141018
0.2875,-0.367573,0.445538,6549.1,-0.0663057,52.52,0.0141968,0.13125
0.290625,-0.361413,0.43755,6494.87,-0.0826432,54.23,0.0163375,0.132816
0.29375,-0.369728,0.446498,6568.67,-0.0588845,73.7998,0.0237587,0.132766
0.296875,-0.368051,0.443984,6562.78,-0.030572,5.89014,0.0283125,0.142804
0.3,-0.370994,0.446031,6614.27,-0.0385606,51.4902,0.0079886,0.137339
0.303125,-0.357461,0.428321,6497.34,-0.0225228,116.93,0.0160378,0.126813
0.30625,-0.355052,0.424939,6478.51,-0.0351194,18.8301,0.0125966,0.13494
0.309375,-0.353883,0.421893,6467.48,-0.0442605,11.0298,0.0091411,0.121316
0.3125,-0.359305,0.428016,6512.94,-0.0525764,45.46,0.0083159,0.134579
0.315625,-0.382704,0.45646,6705.79,-0.0308987,192.85,0.0216777,0.133079
0.31875,-0.393442,0.470307,6793.46,-0.00439582,87.6699,0.0265029,0.132629
0.321875,-0.399087,0.478759,6823.97,0.00983258,30.5103,0.0142284,0.119156
0.325,-0.399811,0.480398,6818.17,-0.00879273,5.80029,0.0186253,0.11339
0.328125,-0.381266,0.458775,6645.89,0.00369424,172.28,0.012487,0.141212
0.33125,-0.365392,0.439889,6505.67,-0.00804942,140.22,0.0117437,0.151877
