time,U,S,P_Amp,P_Phi,D_P_AMP,D_P_Phi,Dphi
0.0,-0.764117,0.854823,10052.2,-0.152423,0.0,0.0,0.0
0.003125,-0.752887,0.837858,9968.22,-0.139657,83.9805,0.012766,0.120353
0.00625,-0.786731,0.881295,10180.7,-0.13117,212.48,0.008487,0.139494
0.009375,-0.750459,0.840566,9988.86,-0.123695,191.84,0.007475,0.126773
0.0125,-0.704625,0.785869,9709.81,-0.135664,279.051,0.011969,0.118616
0.015625,-0.718867,0.807036,9764.97,-0.141236,55.1602,0.00557201,0.141096
0.01875,-0.699268,0.785501,9596.09,-0.100719,168.88,0.040517,0.11711
0.021875,-0.634042,0.713118,9086.51,-0.0667949,509.58,0.0339241,0.130205
0.025,-0.63923,0.719278,9116.9,-0.0349044,30.3906,0.0318905,0.137632
0.028125,-0.626672,0.711896,9009.5,-0.0329692,107.4,0.0019352,0.130094
0.03125,-0.577056,0.656425,8655.23,-0.0453986,354.27,0.0124294,0.127262
0.034375,-0.559701,0.63611,8497.89,-0.00265098,157.341,0.0427476,0.12092
0.0375,-0.577788,0.658422,8631.29,0.0105817,133.4,0.0132327,0.140903
0.040625,-0.621933,0.709274,8930.17,0.0364004,298.88,0.0258187,0.137146
0.04375,-0.593312,0.669934,8780.12,0.0324795,150.05,0.0039209,0.129264
0.046875,-0.684545,0.775545,9438.75,0.0247761,658.63,0.0077034,0.127739
0.05,-0.73464,0.837429,9748.54,0.0261708,309.79,0.0013947,0.119357
0.053125,-0.720396,0.820765,9712.08,0.00298123,36.46,0.0231896,0.123349
0.05625,-0.748723,0.861271,9834.39,0.0141079,122.31,0.0111267,0.111424
0.059375,-0.746934,0.859393,9798.35,-0.0224647,36.04,0.0365726,0.122371
0.0625,-0.789248,0.912457,10042.2,-0.0345666,243.851,0.0121019,0.116746
0.065625,-0.767963,0.884085,9897.7,-0.064429,144.5,0.0298624,0.129137
0.06875,-0.76138,0.880421,9884.64,-0.0664462,13.0605,0.0020172,0.131336
0.071875,-0.704924,0.81671,9545.6,-0.0987549,339.04,0.0323087,0.127566
0.075,-0.661825,0.761826,9295.78,-0.111101,249.819,0.0123461,0.126599
0.078125,-0.667151,0.767292,9348.96,-0.161536,53.1797,0.050435,0.111933
0.08125,-0.717808,0.825779,9661.68,-0.14773,312.72,0.013806,0.112671
0.084375,-0.720764,0.825263,9700.12,-0.173597,38.4404,0.025867,0.132451
0.0875,-0.757509,0.870831,9917.3,-0.176497,217.18,0.0029,0.120961
0.090625,-0.7377,0.842306,9834.7,-0.148176,82.5996,0.028321,0.127814
0.09375,-0.735552,0.842175,9762.33,-0.149823,72.3701,0.001647,0.111906
0.096875,-0.730999,0.834232,9743.17,-0.132777,19.1602,0.017046,0.109151
0.1,-0.719444,0.82233,9677.49,-0.0963724,65.6797,0.0364046,0.114929
0.103125,-0.63298,0.71517,9037.72,-0.0707858,639.771,0.0255866,0.117351
0.10625,-0.652855,0.734586,9190.81,-0.0705165,153.09,0.000269301,0.128523
0.109375,-0.660731,0.741768,9241.54,-0.0762666,50.7305,0.0057501,0.126492
0.1125,-0.610703,0.680023,8889.17,-0.0716795,352.37,0.0045871,0.133252
0.115625,-0.573733,0.641193,8608.74,-0.0489442,280.43,0.0227353,0.144152
0.11875,-0.564218,0.630973,8513.18,-0.0226107,95.5605,0.0263335,0.128479
0.121875,-0.596581,0.669087,8731.19,-0.0215807,218.011,0.00103,0.130199
0.125,-0.612382,0.6844,8831.71,0.0110089,100.52,0.0325896,0.130182
0.128125,-0.646819,0.725724,9078.62,0.0121247,246.91,0.0011158,0.116477
0.13125,-0.639365,0.715051,9042.56,0.0502234,36.0605,0.0380987,0.121725
0.134375,-0.64822,0.72536,9111.57,0.0848568,69.0107,0.0346334,0.112592
0.1375,-0.637461,0.711646,9054.55,0.0861913,57.0205,0.0013345,0.116324
0.140625,-0.603082,0.674304,8809.08,0.0997589,245.47,0.0135676,0.122138
0.14375,-0.628642,0.708134,9006.58,0.113619,197.5,0.0138601,0.115292
0.146875,-0.619695,0.69845,8942.47,0.0947531,64.1104,0.0188659,0.114957
0.15,-0.577962,0.649931,8653.24,0.0773326,289.229,0.0174205,0.129817
0.153125,-0.561821,0.635089,8549.07,0.0708521,104.17,0.0064805,0.115513
0.15625,-0.603154,0.686659,8833.96,0.0606017,284.89,0.0102504,0.116632
0.159375,-0.602766,0.686107,8859.14,0.0301366,25.1797,0.0304651,0.110478
0.1625,-0.592655,0.676333,8774.95,0.0336384,84.1895,0.0035018,0.121003
0.165625,-0.647494,0.743342,9115.77,0.0333351,340.819,0.000303298,0.120737
0.16875,-0.656739,0.75319,9187.86,0.0159128,72.0908,0.0174223,0.10647
0.171875,-0.656882,0.75071,9208.14,0.0121928,20.2793,0.00372,0.11334
0.175,-0.707372,0.812349,9546.93,0.0286572,338.79,0.0164644,0.119835
0.178125,-0.67184,0.771519,9345.39,0.045032,201.54,0.0163748,0.108306
0.18125,-0.663156,0.761931,9298.84,0.0704917,46.5498,0.0254597,0.101715
0.184375,-0.690124,0.790717,9484.61,0.0745575,185.771,0.0040658,0.111772
0.1875,-0.645136,0.733609,9235.92,0.0464092,248.69,0.0281483,0.115993
0.190625,-0.676087,0.774876,9397.91,0.0410477,161.99,0.0053615,0.110719
0.19375,-0.679346,0.774536,9434.86,0.018608,36.9502,0.0224397,0.105525
0.196875,-0.683741,0.779078,9475.66,-0.0091502,40.7998,0.0277582,0.0975097
0.2,-0.690546,0.785403,9522.89,-0.0411711,47.2295,0.0320209,0.0983618
0.203125,-0.683368,0.775126,9501.22,-0.0554106,21.6699,0.0142395,0.12405
0.20625,-0.661758,0.750009,9353.02,-0.0830368,148.2,0.0276262,0.112826
0.209375,-0.674905,0.763248,9417.08,-0.100321,64.0605,0.0172842,0.113569
0.2125,-0.683788,0.77054,9497.21,-0.0970193,80.1299,0.0033017,0.123826
0.215625,-0.701427,0.791526,9578.1,-0.102499,80.8896,0.0054797,0.129274
0.21875,-0.744739,0.840926,9878.82,-0.106969,300.721,0.00447,0.117193
0.221875,-0.782134,0.884315,10135.9,-0.0996403,257.08,0.0073287,0.112767
0.225,-0.754468,0.852006,9978.93,-0.0675859,156.971,0.0320544,0.119733
0.228125,-0.730982,0.828484,9740.45,-0.0711299,238.479,0.003544,0.12217
0.23125,-0.7102,0.803719,9616.62,0.00143029,123.83,0.0725602,0.128972
0.234375,-0.692001,0.782977,9496.21,0.0302218,120.41,0.0287915,0.115073
0.2375,-0.67049,0.75835,9381.09,0.0785197,115.12,0.0482979,0.118576
0.240625,-0.619866,0.703114,9012.06,0.0551713,369.03,0.0233484,0.110435
0.24375,-0.625069,0.713163,9017.16,0.0714235,5.10059,0.0162522,0.101274
0.246875,-0.59214,0.674781,8714.28,0.0580537,302.88,0.0133698,0.12516
0.25,-0.539467,0.612665,8327.33,0.0771118,386.95,0.0190581,0.124275
0.253125,-0.55066,0.632553,8354.87,0.0770434,27.54,6.84038e-05,0.122532
0.25625,-0.531749,0.613804,8204.39,0.0535187,150.48,0.0235247,0.119676
0.259375,-0.521917,0.60255,8114.53,0.0898009,89.8599,0.0362822,0.139092
0.2625,-0.499971,0.5768,7929.67,0.104593,184.86,0.0147921,0.122887
0.265625,-0.474098,0.546011,7742.07,0.131354,187.6,0.026761,0.104718
0.26875,-0.509738,0.59286,7990.52,0.147585,248.45,0.016231,0.127847
0.271875,-0.497214,0.57483,7951.23,0.131007,39.29,0.016578,0.124044
0.275,-0.531836,0.617929,8178.77,0.146757,227.54,0.01575,0.117881
0.278125,-0.523983,0.60987,8113.83,0.148379,64.9399,0.00162199,0.127696
0.28125,-0.522069,0.613266,8074.75,0.141629,39.0801,0.00675,0.116783
0.284375,-0.476109,0.556583,7812.2,0.15615,262.55,0.014521,0.120609
0.2875,-0.499655,0.590381,7981.67,0.139724,169.47,0.016426,0.12027
0.290625,-0.480544,0.563523,7893.79,0.155379,87.8799,0.015655,0.11702
0.29375,-0.478025,0.55712,7921.52,0.131484,27.73,0.023895,0.117967
0.296875,-0.49321,0.57506,8026.57,0.10488,105.05,0.026604,0.119542
0.3,-0.50192,0.583134,8138.3,0.0912903,111.73,0.0135897,0.12747
0.303125,-0.507331,0.593543,8186.62,0.0406522,48.3203,0.0506381,0.130404
0.30625,-0.50344,0.591195,8159.88,0.00543122,26.7402,0.035221,0.123263
0.309375,-0.496331,0.584786,8103.01,-0.00742938,56.8701,0.0128606,0.120761
0.3125,-0.497045,0.586085,8037.76,-0.00880125,65.25,0.00137187,0.121612
0.315625,-0.490701,0.573032,8006.76,0.00719234,31.0,0.0159936,0.122268
0.31875,-0.510078,0.59154,8187.51,0.0140443,180.75,0.00685196,0.125816
0.321875,-0.518393,0.600383,8291.52,0.0145288,104.01,0.0004845,0.120439
0.325,-0.550888,0.639184,8555.42,-1.66893e-05,263.9,0.0145455,0.120667
0.328125,-0.533507,0.613711,8566.8,-0.0308086,11.3799,0.0307919,0.129027
0.33125,-0.584976,0.677708,8908.26,-0.0437407,341.46,0.0129321,0.114496
0.334375,-0.61455,0.708247,9143.71,-0.0236656,235.45,0.0200751,0.12711
0.3375,-0.657792,0.754493,9430.02,-0.0239857,286.31,0.000320101,0.111533
0.340625,-0.67269,0.767613,9586.26,-0.035631,156.24,0.0116453,0.11732
0.34375,-0.694536,0.79375,9725.4,-0.0365357,139.141,0.000904698,0.128884
