time,U,S,P_Amp,P_Phi,D_P_AMP,D_P_Phi,Dphi
0.0,-0.47733,0.530429,7951.8,2.76634,0.0,0.0,0.0
0.003125,-0.48615,0.539185,8089.1,2.77702,137.3,0.01068,0.106512
0.00625,-0.579501,0.647059,8790.68,2.77273,701.58,0.00428987,0.134111
0.009375,-0.603116,0.66561,9059.74,2.78161,269.061,0.0088799,0.122547
0.0125,-0.620083,0.679116,9247.28,2.67094,187.54,0.11067,0.130362
0.015625,-0.65503,0.715803,9507.17,2.60399,259.89,0.0669498,0.113816
0.01875,-0.622897,0.670354,9381.1,2.57689,126.07,0.0271001,0.111268
0.021875,-0.665562,0.717192,9672.98,2.56674,291.881,0.01015,0.103372
0.025,-0.675906,0.72742,9727.38,2.47451,54.3994,0.0922301,0.108836
0.028125,-0.704932,0.763397,9902.47,2.39507,175.09,0.0794399,0.105498
0.03125,-0.776715,0.845655,10319.5,2.32185,417.03,0.07322,0.127921
0.034375,-0.769412,0.84636,10230.2,2.26369,89.2998,0.0581601,0.131691
0.0375,-0.733233,0.804755,10031.1,2.22154,199.101,0.04215,0.130138
0.040625,-0.689334,0.763083,9715.07,2.14082,316.029,0.0807199,0.121177
0.04375,-0.739321,0.82105,10002.3,2.05788,287.229,0.0829401,0.133323
0.046875,-0.653382,0.730222,9334.26,1.91455,668.04,0.14333,0.152834
0.05,-0.595302,0.665163,8863.0,1.80731,471.26,0.10724,0.119133
0.053125,-0.592327,0.664072,8825.1,1.70768,37.9004,0.09963,0.142976
0.05625,-0.608355,0.668268,9058.47,1.7878,233.37,0.08012,0.424529
0.059375,-0.403818,0.436783,7485.92,1.65582,1572.55,0.13198,0.386125
0.0625,-0.340406,0.36608,6878.1,1.53049,607.82,0.12533,0.664983
0.065625,-0.35297,0.373175,7117.06,1.69937,238.96,0.16888,0.633025
0.06875,-0.476427,0.508439,8210.64,1.60658,1093.58,0.09279,0.441172
0.071875,-0.429888,0.453828,7916.74,1.51546,293.899,0.09112,0.191834
0.075,-0.4455,0.481507,7974.74,1.62088,58.0,0.10542,0.323525
0.078125,-0.408601,0.438005,7728.88,1.54544,245.86,0.07544,0.167956
