time,U,S,P_Amp,P_Phi,D_P_AMP,D_P_Phi,Dphi
0.0,-0.28201,0.345177,5938.67,-0.0489018,0.0,0.0,0.0
0.003125,-0.274031,0.334752,5913.04,-0.0467198,25.6299,0.002182,0.138511
0.00625,-0.271957,0.331341,5884.26,-0.0438688,28.7803,0.002851,0.128394
0.009375,-0.255549,0.310248,5755.14,-0.00968176,129.12,0.034187,0.122837
0.0125,-0.255094,0.310232,5744.01,0.0126482,11.1304,0.02233,0.122298
0.015625,-0.253948,0.307921,5734.44,0.0796626,9.56982,0.0670144,0.142551
0.01875,-0.223055,0.269126,5481.88,0.0970994,252.56,0.0174368,0.130065
0.021875,-0.210959,0.25467,5339.5,0.108602,142.38,0.0115026,0.126633
0.025,-0.227437,0.277832,5375.88,0.142787,36.3799,0.034185,0.141842
0.028125,-0.24466,0.300304,5456.62,0.146802,80.7402,0.004015,0.152333
0.03125,-0.249396,0.307552,5483.97,0.113796,27.3501,0.033006,0.1481
0.034375,-0.261215,0.323483,5595.09,0.102727,111.12,0.011069,0.123497
0.0375,-0.282196,0.350802,5804.01,0.087865,208.92,0.014862,0.125283
0.040625,-0.277984,0.344945,5798.57,0.0862858,5.43994,0.0015792,0.14849
0.04375,-0.275849,0.342716,5783.17,0.0523127,15.3999,0.0339731,0.137788
0.046875,-0.256126,0.316209,5636.63,0.0059171,146.54,0.0463956,0.141894
0.05,-0.243113,0.298916,5522.51,0.00493235,114.12,0.00098475,0.129231
0.053125,-0.229156,0.280291,5395.8,0.000420258,126.71,0.00451209,0.148497
0.05625,-0.194225,0.234114,5080.84,-0.0847223,314.96,0.0851426,0.164328
0.059375,-0.174515,0.208349,4883.16,-0.0739091,197.68,0.0108132,0.163611
0.0625,-0.195656,0.235447,5108.65,-0.0417918,225.49,0.0321173,0.146254
0.065625,-0.211973,0.256303,5232.7,-0.0336502,124.05,0.0081416,0.158516
0.06875,-0.20779,0.251522,5172.34,-0.048423,60.3604,0.0147728,0.16133
0.071875,-0.221022,0.269072,5282.1,-0.0276669,109.76,0.0207561,0.141362
0.075,-0.206104,0.24924,5147.59,-0.0320921,134.51,0.0044252,0.140864
0.078125,-0.213959,0.259395,5209.64,-0.0262184,62.0503,0.0058737,0.120455
0.08125,-0.226508,0.275405,5309.15,-0.0175041,99.5098,0.0087143,0.124156
0.084375,-0.225726,0.275283,5272.68,-0.00270505,36.4697,0.0147991,0.128539
0.0875,-0.218574,0.266413,5221.34,-0.0172572,51.3403,0.0145522,0.149248
0.090625,-0.225956,0.274822,5341.88,0.0131007,120.54,0.0303579,0.122364
0.09375,-0.236541,0.287442,5456.34,0.041741,114.46,0.0286403,0.123958
0.096875,-0.248254,0.304574,5507.3,0.0642358,50.96,0.0224948,0.137705
0.1,-0.249246,0.305683,5510.34,0.124012,3.04004,0.0597762,0.157562
0.103125,-0.274339,0.339088,5683.54,0.105716,173.2,0.018296,0.137735
0.10625,-0.273701,0.338459,5691.1,0.111112,7.56006,0.005396,0.128753
0.109375,-0.256148,0.316804,5481.79,0.0841073,209.31,0.0270047,0.144087
0.1125,-0.224382,0.274895,5197.91,0.0168567,283.88,0.0672506,0.152863
0.115625,-0.2018,0.246483,4972.34,0.0172326,225.57,0.0003759,0.156815
0.11875,-0.195362,0.240146,4852.99,0.00436376,119.35,0.0128688,0.153157
0.121875,-0.173288,0.212468,4615.01,-0.0516261,237.98,0.0559899,0.151952
0.125,-0.184419,0.226839,4718.54,-0.0385239,103.53,0.0131022,0.156713
0.128125,-0.198421,0.244435,4877.51,0.0142816,158.97,0.0528055,0.139553
0.13125,-0.193526,0.238784,4823.78,0.0502153,53.73,0.0359337,0.155132
0.134375,-0.198696,0.246619,4854.69,0.0530464,30.9102,0.0028311,0.139604
0.1375,-0.218296,0.271913,5039.21,0.0496334,184.52,0.003413,0.138719
0.140625,-0.215799,0.270038,4965.23,0.0485317,73.98,0.0011017,0.136165
0.14375,-0.228877,0.286718,5110.43,0.00825855,145.2,0.0402731,0.145348
0.146875,-0.217687,0.272173,4993.16,0.0319409,117.27,0.0236823,0.136053
0.15,-0.214995,0.268462,4972.83,-0.0328159,20.3301,0.0647568,0.133128
0.153125,-0.225311,0.282092,5075.87,-0.0289091,103.04,0.0039068,0.165751
0.15625,-0.221733,0.276534,5071.59,-0.024053,4.28027,0.0048561,0.153214
0.159375,-0.237621,0.296561,5233.08,-0.023491,161.49,0.000561999,0.158859
0.1625,-0.267488,0.336398,5508.88,-0.0176731,275.8,0.0058179,0.132447
0.165625,-0.26867,0.337768,5531.97,-0.00999723,23.0903,0.00767587,0.136191
0.16875,-0.281779,0.353851,5674.73,-0.00744211,142.76,0.00255512,0.141268
0.171875,-0.28233,0.352853,5709.1,0.00570397,34.3701,0.0131461,0.13505
0.175,-0.262479,0.327138,5519.87,-0.0168811,189.23,0.0225851,0.139204
0.178125,-0.253002,0.314742,5439.71,-0.0427208,80.1602,0.0258397,0.14692
0.18125,-0.242089,0.300676,5351.88,-0.0351172,87.8301,0.0076036,0.1388
0.184375,-0.240219,0.298578,5324.09,-0.00230618,27.79,0.032811,0.140059
0.1875,-0.236168,0.292795,5314.67,0.0108702,9.41992,0.0131764,0.158193
0.190625,-0.253833,0.315262,5472.85,0.0112381,158.18,0.0003679,0.152354
0.19375,-0.270099,0.336519,5618.97,-0.0258401,146.12,0.0370782,0.140545
0.196875,-0.271278,0.338323,5599.33,-0.0298999,19.6401,0.0040598,0.136438
0.2,-0.245971,0.306291,5367.77,-0.0219371,231.56,0.0079628,0.135328
0.203125,-0.242986,0.302878,5317.25,-0.00460676,50.52,0.0173303,0.14174
0.20625,-0.214608,0.266608,5030.91,0.0219611,286.34,0.0265679,0.129116
0.209375,-0.206445,0.256804,4915.93,0.0328391,114.98,0.010878,0.125379
